[2024-08-01 08:58:30] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/AttributeNode.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3db4b87-qjDTpc.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/AttributeNode.php?simply_static_page=158
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/AttributeNode.php?simply_static_page=158
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 440 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/AttributeNode.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3db4b87-qjDTpc.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/AttributeNode.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:8b569d868d23f34a09bc472b25f521728f5a8e6b===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/SelectorNode.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3db7165-3T35x6.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/SelectorNode.php?simply_static_page=159
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/SelectorNode.php?simply_static_page=159
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 438 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/SelectorNode.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3db7165-3T35x6.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/SelectorNode.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:8638fdc7657da23c79eb18c75b87249db6114d02===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/ElementNode.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3db95ef-YLJDwe.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/ElementNode.php?simply_static_page=160
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/ElementNode.php?simply_static_page=160
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 436 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/ElementNode.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3db95ef-YLJDwe.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/ElementNode.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:3caa360cbe86c245cd947f075d8e887203c70e7f===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/NodeInterface.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dbbe1e-E01ait.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/NodeInterface.php?simply_static_page=161
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/NodeInterface.php?simply_static_page=161
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/NodeInterface.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dbbe1e-E01ait.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/NodeInterface.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/Specificity.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dbd90b-SHwjDn.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/Specificity.php?simply_static_page=162
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/Specificity.php?simply_static_page=162
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/Specificity.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dbd90b-SHwjDn.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Node/Specificity.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/LICENSE
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dbf790-cjYnHf.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/LICENSE?simply_static_page=163
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/LICENSE?simply_static_page=163
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 1068 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/octet-stream
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/LICENSE
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dbf790-cjYnHf.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/LICENSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:0279da9a5ba18ca04c8ff136074d9352f047770c===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/composer.json
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dc0fe3-CQuboY.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/composer.json?simply_static_page=164
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/composer.json?simply_static_page=164
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 856 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/composer.json
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dc0fe3-CQuboY.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/composer.json
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:f1b45eb618c7f84a6bab3f05915f5e7deb27cafc===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/CHANGELOG.md
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dc2718-N53l6S.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/CHANGELOG.md?simply_static_page=165
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/CHANGELOG.md?simply_static_page=165
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 250 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/octet-stream
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/CHANGELOG.md
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dc2718-N53l6S.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/CHANGELOG.md
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:079ec9f9b09e774abafdeb9b3cdbcea42cd8f78c===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExpressionErrorException.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dc4b60-m6iVXd.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExpressionErrorException.php?simply_static_page=166
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExpressionErrorException.php?simply_static_page=166
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 479 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExpressionErrorException.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dc4b60-m6iVXd.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExpressionErrorException.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:3843b819c5c06de08495b552c6c660c28c025498===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ParseException.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dc6c35-zwImP5.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ParseException.php?simply_static_page=167
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ParseException.php?simply_static_page=167
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 467 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ParseException.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dc6c35-zwImP5.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ParseException.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:662073da6a734e849154cad12f5e1e159971b25f===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExceptionInterface.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dc9114-T2YnJQ.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExceptionInterface.php?simply_static_page=168
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExceptionInterface.php?simply_static_page=168
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExceptionInterface.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dc9114-T2YnJQ.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/ExceptionInterface.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/InternalErrorException.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dcadce-Vfz6OW.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/InternalErrorException.php?simply_static_page=169
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/InternalErrorException.php?simply_static_page=169
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 475 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/InternalErrorException.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dcadce-Vfz6OW.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/InternalErrorException.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:0964684fb35d900b8015430ee27c9d0d2a8128fe===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/SyntaxErrorException.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dcd232-E3NDEi.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/SyntaxErrorException.php?simply_static_page=170
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/SyntaxErrorException.php?simply_static_page=170
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 471 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/SyntaxErrorException.php
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dcd232-E3NDEi.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/Exception/SyntaxErrorException.php
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:5bbc387683f9b92b21d939eadac46600d3e0730c===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/README.md
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dcee03-euqy4k.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/README.md?simply_static_page=171
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:251] Fetching URL: http://lms.local/wp-content/plugins/simply-static/vendor/symfony/css-selector/README.md?simply_static_page=171
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:103] Filesize: 688 bytes
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/octet-stream
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/simply-static/vendor/symfony/css-selector/README.md
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:143] Renaming temp file from /tmp/66ab4e3dcee03-euqy4k.tmp to /home/naimur/Local Sites/lms/app/public/wp-content/uploads/simply-static/temp-files/simply-static-1-1722502710/wp-content/plugins/simply-static/vendor/symfony/css-selector/README.md
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-08-01 08:58:37] [class-ss-page.php:118] Checking Content Identical:3709e6c516385ec5ddcbca53218bbb1446284781===. Value: FALSE
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:72] URL: http://lms.local/wp-content/plugins/simply-static/vendor/autoload.php
[2024-08-01 08:58:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 828
[2024-08-01 08:58:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-08-01 08:58:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /tmp/66ab4e3dd1188-LY0DCo.tmp
[2024-08-01 08:58:37] [class-ss-page-handler.php:38] URL Prepared:http://lms.local/wp-content/plugins/simply-static/vendor/autoload.php?simply_static_page=172
